,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
50,50,0,13928.285515883792,2024-01-23 16:00:00+00:00,1.08282,0.0,2024-01-23 21:00:00+00:00,1.08527,0.0,34.12429951391459,0.0022626105908645482,Long,Closed,50
51,51,0,13904.60974033854,2024-01-23 22:00:00+00:00,1.0854,0.0,2024-01-23 23:00:00+00:00,1.0854,0.0,0.0,0.0,Short,Closed,51
52,52,0,13845.421647062001,2024-01-24 16:00:00+00:00,1.09004,0.0,2024-01-24 17:00:00+00:00,1.09034,0.0,4.1536264941205445,0.0002752192580090092,Long,Closed,52
53,53,0,13872.399610400364,2024-01-24 20:00:00+00:00,1.08801,0.0,2024-01-25 00:00:00+00:00,1.08801,0.0,0.0,0.0,Long,Closed,53
54,54,0,13862.334221263487,2024-01-25 07:00:00+00:00,1.0888,0.0,2024-01-25 08:00:00+00:00,1.0888,0.0,0.0,0.0,Short,Closed,54
55,55,0,13897.563165363797,2024-01-25 14:00:00+00:00,1.08604,0.0,2024-01-25 15:00:00+00:00,1.08604,0.0,0.0,0.0,Long,Closed,55
56,56,0,13914.475164200612,2024-01-25 21:00:00+00:00,1.08472,0.0,2024-01-26 06:00:00+00:00,1.0836,0.0,15.584212183905038,0.0010325245224574319,Short,Closed,56
57,57,0,13896.238093445678,2024-01-26 10:00:00+00:00,1.08648,0.0,2024-01-26 11:00:00+00:00,1.08648,0.0,0.0,0.0,Short,Closed,57
58,58,0,13924.947210734585,2024-01-28 23:00:00+00:00,1.08424,0.0,2024-01-29 05:00:00+00:00,1.08424,0.0,0.0,0.0,Long,Closed,58
59,59,0,13946.943515437788,2024-01-29 09:00:00+00:00,1.08253,0.0,2024-01-29 10:00:00+00:00,1.08253,0.0,0.0,0.0,Long,Closed,59
60,60,0,13970.56052907085,2024-01-29 14:00:00+00:00,1.0807,0.0,2024-01-29 15:00:00+00:00,1.0807,0.0,0.0,0.0,Long,Closed,60
61,61,0,13936.64420238234,2024-01-29 21:00:00+00:00,1.08333,0.0,2024-01-29 22:00:00+00:00,1.08333,0.0,0.0,0.0,Short,Closed,61
62,62,0,13939.989810230982,2024-01-30 03:00:00+00:00,1.08307,0.0,2024-01-30 04:00:00+00:00,1.08307,0.0,0.0,0.0,Long,Closed,62
63,63,0,13950.680776691739,2024-01-30 05:00:00+00:00,1.08224,0.0,2024-01-30 06:00:00+00:00,1.08224,0.0,0.0,0.0,Long,Closed,63
64,64,0,13925.589392788035,2024-01-30 11:00:00+00:00,1.08419,0.0,2024-01-30 12:00:00+00:00,1.08419,0.0,0.0,0.0,Short,Closed,64
65,65,0,13924.433507734966,2024-01-31 00:00:00+00:00,1.08428,0.0,2024-01-31 01:00:00+00:00,1.08428,0.0,0.0,0.0,Long,Closed,65
66,66,0,13955.838907571238,2024-01-31 02:00:00+00:00,1.08184,0.0,2024-01-31 06:00:00+00:00,1.08184,0.0,0.0,0.0,Long,Closed,66
67,67,0,13950.680776691732,2024-01-31 09:00:00+00:00,1.08224,0.0,2024-01-31 10:00:00+00:00,1.08224,0.0,0.0,0.0,Short,Closed,67
68,68,0,13929.31521705587,2024-01-31 11:00:00+00:00,1.0839,0.0,2024-01-31 13:00:00+00:00,1.0839,0.0,0.0,0.0,Short,Closed,68
69,69,0,13915.44983664848,2024-01-31 17:00:00+00:00,1.08498,0.0,2024-01-31 18:00:00+00:00,1.08498,0.0,0.0,0.0,Long,Closed,69
70,70,0,13927.387817690022,2024-01-31 19:00:00+00:00,1.08405,0.0,2024-01-31 20:00:00+00:00,1.08405,0.0,0.0,0.0,Long,Closed,70
71,71,0,13954.806976270758,2024-02-01 02:00:00+00:00,1.08192,0.0,2024-02-01 04:00:00+00:00,1.08084,0.0,15.071191534372701,0.0009982253771073835,Short,Closed,71
72,72,0,13980.177473643113,2024-02-01 05:00:00+00:00,1.08028,0.0,2024-02-01 06:00:00+00:00,1.08028,0.0,0.0,0.0,Long,Closed,72
73,73,0,13992.352846394258,2024-02-01 07:00:00+00:00,1.07934,0.0,2024-02-01 08:00:00+00:00,1.07934,0.0,0.0,0.0,Long,Closed,73
74,74,0,13888.255907255796,2024-02-01 23:00:00+00:00,1.08743,0.0,2024-02-02 01:00:00+00:00,1.0872,0.0,3.1942988586670253,0.00021150786717293973,Short,Closed,74
75,75,0,13881.350328007038,2024-02-02 12:00:00+00:00,1.08804,0.0,2024-02-02 13:00:00+00:00,1.08804,0.0,0.0,0.0,Long,Closed,75
76,76,0,14006.217344144496,2024-02-02 17:00:00+00:00,1.07834,0.0,2024-02-04 22:00:00+00:00,1.07834,0.0,0.0,0.0,Long,Closed,76
77,77,0,14010.894831893707,2024-02-04 23:00:00+00:00,1.07798,0.0,2024-02-05 00:00:00+00:00,1.07798,0.0,0.0,0.0,Long,Closed,77
78,78,0,14050.518550695646,2024-02-05 10:00:00+00:00,1.07494,0.0,2024-02-05 13:00:00+00:00,1.07494,0.0,0.0,0.0,Long,Closed,78
